,Id,Trial,InterpRating,solution_strategy_response.keys,TrialSequence,Cluster
23,24034,1,0.0,2,24,"[0.07038622 0.67198839 0.80224321 0.65024307 0.30658266 0.1962058
 0.77586703 0.68220571 0.25728947 0.07951428]"
24,24034,1,0.0,2,25,"[0.34130621 0.94676111 0.93444435 0.45621897 0.25661452 0.06609612
 0.8379363  0.91208773 0.73631037 0.21826309]"
25,24034,1,0.0,2,26,"[0.99218448 0.55818908 0.59787508 0.69380848 0.74179934 0.07791268
 0.52250236 0.71599888 0.37523317 0.62543071]"
26,24034,1,0.0,2,27,"[0.28036211 0.65177889 0.03757026 0.06331556 0.29450043 0.10633337
 0.44947595 0.90478651 0.61258253 0.60672835]"
27,24034,1,0.0,2,28,"[0.93763019 0.29186161 0.84769574 0.38818669 0.22872847 0.2975819
 0.92968362 0.63572639 0.04576282 0.39064545]"
28,24034,1,0.0,2,29,"[0.0101521  0.1021476  0.52672439 0.59527296 0.26445771 0.77299126
 0.7119079  0.69165696 0.97400344 0.59893105]"
29,24034,1,0.0,2,30,"[0.72384678 0.28415999 0.44889908 0.33997171 0.55761451 0.28628571
 0.57546142 0.48657139 0.22826181 0.90899691]"
30,24034,1,0.0,2,31,"[0.15738684 0.23013295 0.65840301 0.6061552  0.07267316 0.08111986
 0.55011523 0.41271606 0.84767124 0.66995715]"
31,24034,1,0.0,2,32,"[0.87391372 0.92849656 0.19729076 0.76313414 0.83052099 0.62553448
 0.13381496 0.05792759 0.29374545 0.1830862 ]"
32,24034,1,0.0,2,33,"[0.7644338  0.09802646 0.97430193 0.19604143 0.91300087 0.02176833
 0.71356921 0.78888563 0.27078881 0.31099282]"
33,24034,1,0.0,2,34,"[0.96514263 0.37280811 0.56564353 0.21726933 0.03723498 0.50501763
 0.42093401 0.45290866 0.1063592  0.32769477]"
34,24034,1,0.0,2,35,"[0.9615018  0.43469625 0.40719375 0.76852276 0.72701565 0.27508567
 0.64054043 0.96566684 0.7192202  0.33869501]"
35,24034,1,0.0,2,36,"[0.7715822  0.95928744 0.99284222 0.93386506 0.27913373 0.65443995
 0.56609209 0.20070468 0.7395106  0.30988426]"
36,24034,1,0.0,2,37,"[0.8704821  0.62549643 0.7529577  0.71907059 0.37542759 0.3647683
 0.62038527 0.2972788  0.38204776 0.83935627]"
37,24034,1,0.0,2,38,"[0.60871988 0.26338437 0.42481599 0.16339231 0.57057342 0.38611408
 0.68609601 0.27150571 0.20915654 0.57367745]"
38,24034,1,0.0,2,39,"[0.65737314 0.7514525  0.04045111 0.5269378  0.74087242 0.24968018
 0.20300283 0.57552168 0.99661944 0.91411098]"
39,24034,1,0.0,2,40,"[0.19422114 0.86080684 0.69158517 0.63606483 0.72252877 0.3534485
 0.70018317 0.39766513 0.25626415 0.47507193]"
40,24034,1,0.0,2,41,"[0.85979173 0.60071114 0.41572497 0.36809365 0.29683885 0.85025227
 0.95665105 0.30913882 0.94631125 0.92448035]"
41,24034,1,0.0,2,42,"[0.76838064 0.26392869 0.66043656 0.18802403 0.03208322 0.99047495
 0.69391226 0.87692943 0.52256079 0.74774328]"
42,24034,1,0.0,2,43,"[0.49063195 0.92773296 0.73994686 0.60928792 0.99056705 0.68564408
 0.68372424 0.89997158 0.53854003 0.99395954]"
43,24034,1,0.0,2,44,"[0.94532308 0.77368524 0.30631068 0.76455211 0.68982563 0.49702405
 0.82628435 0.14888998 0.03810384 0.8703409 ]"
44,24034,1,0.0,2,45,"[0.01179271 0.63778854 0.54558206 0.93238845 0.60011791 0.98951544
 0.11967708 0.4573866  0.36984863 0.09182604]"
45,24034,1,0.0,2,46,"[0.92078404 0.83607441 0.93583151 0.81209043 0.33567836 0.47917517
 0.28927281 0.12156359 0.58706386 0.7265747 ]"
46,24034,1,0.0,2,47,"[0.0015038  0.1712443  0.57460446 0.88810908 0.4801855  0.90784745
 0.71166603 0.32323761 0.58683663 0.99180053]"
47,24034,1,0.0,2,48,"[0.87351997 0.39169276 0.75347322 0.77250178 0.68394095 0.49709727
 0.26750314 0.7690314  0.90443673 0.84704294]"
48,24034,1,0.0,2,49,"[0.10557475 0.01398452 0.96361718 0.990137   0.94712793 0.88477638
 0.71060642 0.35695037 0.51037454 0.12039043]"
49,24034,1,0.0,2,50,"[0.71223549 0.22557328 0.96520439 0.5472665  0.55010116 0.67953282
 0.1803402  0.24015939 0.5921689  0.92620171]"
50,24034,1,0.0,2,51,"[0.49002304 0.59283665 0.56176377 0.57104383 0.47539947 0.90508544
 0.77713932 0.97241122 0.41941706 0.62858815]"
51,24034,1,0.0,2,52,"[0.01265786 0.90501901 0.74077046 0.71717016 0.57444394 0.63201306
 0.36635735 0.7739893  0.48885642 0.64224455]"
52,24034,1,0.0,2,53,"[0.46647665 0.57657735 0.32712123 0.21708712 0.79650569 0.35610423
 0.25143285 0.05248815 0.07029732 0.93564939]"
53,24034,1,0.0,2,54,"[0.77661802 0.69344247 0.06252241 0.50207979 0.66446451 0.11825328
 0.04759943 0.20915858 0.76092721 0.88914053]"
54,24034,1,0.0,2,55,"[0.42155338 0.78761067 0.99961073 0.75378623 0.1672906  0.12818148
 0.30818223 0.71173002 0.98874071 0.22542159]"
55,24034,1,0.0,2,56,"[0.92155882 0.29089454 0.33000673 0.28234993 0.0899817  0.7904202
 0.41407034 0.16997116 0.05119101 0.67463803]"
56,24034,1,0.0,2,57,"[0.0652897  0.58507459 0.94348655 0.32593775 0.57347779 0.76649013
 0.82576208 0.73818285 0.38386605 0.54697032]"
57,24034,1,0.0,2,58,"[0.74529586 0.63905797 0.9411692  0.90863275 0.80985863 0.00884464
 0.83568989 0.28974188 0.14798688 0.37579951]"
58,24034,1,0.0,2,59,"[0.49094073 0.48093156 0.10813339 0.99016631 0.21079368 0.08800365
 0.23340686 0.31821539 0.48377804 0.06985876]"
59,24034,1,0.0,2,60,"[0.69925041 0.62123193 0.1468674  0.05501593 0.49967682 0.34618743
 0.51930352 0.86321804 0.76480979 0.36865479]"
60,24034,1,0.0,2,61,"[0.35513877 0.42404844 0.36753959 0.44970585 0.87009341 0.44751588
 0.00497098 0.16858094 0.34564034 0.69764097]"
61,24034,1,0.0,2,62,"[0.97792941 0.91295262 0.34556872 0.54079355 0.49130351 0.79936565
 0.31997364 0.52434668 0.3902168  0.54556291]"
62,24034,1,0.0,2,63,"[0.99681603 0.17493741 0.38902009 0.88741444 0.82982523 0.06377657
 0.35732027 0.20854964 0.62857081 0.01771222]"
63,24034,1,0.0,2,64,"[0.81487283 0.07096345 0.92685793 0.99166651 0.7148424  0.64821156
 0.80839501 0.87279522 0.95418192 0.6690195 ]"
64,24034,1,0.0,2,65,"[0.75926691 0.94517351 0.0397966  0.58166933 0.98507033 0.07067418
 0.37259677 0.77609342 0.80340927 0.67557344]"
65,24034,1,0.0,2,66,"[0.0494255  0.42354761 0.51090136 0.94675523 0.5785727  0.38081258
 0.50730319 0.29340002 0.76514248 0.58391513]"
66,24034,1,0.0,2,67,"[0.16166555 0.81609672 0.87466236 0.34509457 0.33136192 0.06708428
 0.91601132 0.01154811 0.1515177  0.00217808]"
67,24034,1,0.0,2,68,"[0.4464458  0.35363537 0.99544112 0.69115919 0.32678135 0.63164071
 0.10492182 0.53575108 0.57711982 0.49134494]"
68,24034,1,0.0,2,69,"[0.70785029 0.76522634 0.62353137 0.57694837 0.30639695 0.15748073
 0.28035971 0.15367324 0.29164587 0.7316304 ]"
69,24034,1,0.0,2,70,"[0.13490099 0.96737358 0.13714177 0.6687508  0.48892744 0.3387452
 0.43975999 0.51089862 0.17763696 0.29108208]"
70,24034,1,0.0,2,71,"[0.77356212 0.09017324 0.50886457 0.22438704 0.33176776 0.8854058
 0.44397582 0.0706038  0.12865812 0.07348371]"
71,24034,1,0.0,2,72,"[0.17831244 0.61621451 0.71643714 0.54349162 0.33975735 0.29107909
 0.85933459 0.54389353 0.66200898 0.40555288]"
72,24034,1,0.0,2,73,"[0.83144135 0.16866671 0.84208563 0.40364239 0.93336276 0.95840963
 0.45036062 0.45210802 0.44251194 0.92745013]"
73,24034,1,0.0,2,74,"[0.59655804 0.87543375 0.51974996 0.74364461 0.28037547 0.89621732
 0.39136084 0.98937797 0.71533183 0.75317103]"
74,24034,1,0.0,2,75,"[0.21349709 0.63152194 0.64971397 0.15482753 0.17574786 0.58602743
 0.73559861 0.00653522 0.41234259 0.73405345]"
75,24034,1,0.0,2,76,"[0.48296246 0.36078032 0.69728289 0.24118374 0.44489391 0.90022489
 0.31134019 0.68018064 0.59730403 0.05583442]"
76,24034,1,0.0,2,77,"[0.2041274  0.1094668  0.14718734 0.48157473 0.16709599 0.0934603
 0.74118992 0.63950577 0.5642822  0.08636761]"
77,24034,1,0.0,2,78,"[0.83208092 0.91278868 0.87398035 0.47756045 0.82284956 0.70905808
 0.97440243 0.78436617 0.6691087  0.55629157]"
78,24034,1,0.0,2,79,"[0.85854303 0.70608906 0.49088316 0.26020294 0.09436537 0.23786572
 0.58920526 0.20922922 0.56421362 0.36474127]"
79,24034,1,0.0,2,80,"[0.79190392 0.9205703  0.08641634 0.88620751 0.3610095  0.47040179
 0.45931528 0.2889513  0.41422112 0.61105547]"
80,24034,1,0.0,2,81,"[0.37311887 0.35281476 0.66835641 0.50463352 0.63550575 0.8549702
 0.41781148 0.43015442 0.44817626 0.74652418]"
81,24034,1,0.0,2,82,"[0.02064317 0.52960796 0.42661355 0.32289829 0.13984892 0.32130906
 0.28053963 0.95404598 0.59410265 0.36480905]"
82,24034,1,0.0,2,83,"[0.03200789 0.80319529 0.97114651 0.79699615 0.05330826 0.83780981
 0.2831636  0.67776395 0.5916562  0.89823476]"
83,24034,1,0.0,2,84,"[0.19026768 0.99006543 0.6432592  0.90084076 0.13382191 0.11903783
 0.7424807  0.69778705 0.36839496 0.94760632]"
84,24034,1,0.0,2,85,"[0.57962947 0.2527694  0.64490849 0.84000758 0.31111133 0.19108657
 0.04838343 0.12811285 0.09443959 0.50958724]"
85,24034,1,0.0,2,86,"[0.19247006 0.84234381 0.47521609 0.54079176 0.44078153 0.50342802
 0.11837838 0.76593866 0.0444603  0.643502  ]"
86,24034,1,0.0,2,87,"[0.91325906 0.12980114 0.87984022 0.02350564 0.92846872 0.6626613
 0.16444842 0.56021205 0.56221043 0.02595805]"
87,24034,1,0.0,2,88,"[0.88426574 0.27551401 0.43055972 0.08497053 0.09297906 0.10847969
 0.64827568 0.1170163  0.63803773 0.56643315]"
88,24034,1,0.0,2,89,"[0.63875813 0.66542215 0.44442956 0.75959717 0.75625698 0.55028395
 0.60609352 0.68885065 0.20919653 0.71162769]"
89,24034,1,0.0,2,90,"[0.85506027 0.96129232 0.3414994  0.36588479 0.73291382 0.78205623
 0.76982679 0.3487732  0.35206641 0.34029254]"
90,24034,1,0.0,2,91,"[0.1026584  0.90485162 0.3840181  0.24501374 0.97328408 0.65227201
 0.42894185 0.31433721 0.75114    0.57847499]"
91,24034,1,0.0,2,92,"[0.71971858 0.74963221 0.46104818 0.23932147 0.88519255 0.31592335
 0.12012936 0.08460059 0.51275671 0.49856468]"
92,24034,1,0.0,2,93,"[0.57952387 0.93763163 0.0700422  0.06609221 0.34313764 0.15504521
 0.14052919 0.14995113 0.94473177 0.17079725]"
93,24034,1,0.0,2,94,"[0.30716355 0.68046465 0.95212926 0.65701245 0.67993975 0.48926938
 0.05745144 0.52377107 0.13049363 0.20349823]"
94,24034,1,0.0,2,95,"[0.07652983 0.0348383  0.49303173 0.59182655 0.12303106 0.96768218
 0.36568412 0.29280766 0.60851097 0.35398648]"
95,24034,1,0.0,2,96,"[0.61037042 0.76675485 0.29493178 0.0202785  0.20104988 0.55802292
 0.91202495 0.50212495 0.37922548 0.38452888]"
96,24034,1,0.0,2,97,"[0.12923295 0.37433472 0.59037553 0.63007935 0.26579546 0.45481414
 0.52845659 0.70682847 0.13690994 0.30017152]"
97,24034,1,0.0,2,98,"[0.85602984 0.47610326 0.28739753 0.03002341 0.10068719 0.12554521
 0.07134199 0.16414092 0.40117764 0.11757285]"
98,24034,1,0.0,2,99,"[0.08979329 0.74618933 0.98842675 0.43692028 0.75737702 0.51708296
 0.33456997 0.46713615 0.62277829 0.92962345]"
99,24034,1,0.0,2,100,"[0.09071321 0.36326187 0.41141917 0.52317226 0.66032401 0.06693698
 0.48905153 0.70676194 0.94990275 0.61781342]"
100,24034,1,0.0,2,101,"[0.92447763 0.01655857 0.74448992 0.37579653 0.7532     0.97080511
 0.62408562 0.07192047 0.01899931 0.92911247]"
101,24034,1,0.0,2,102,"[0.65267313 0.63494409 0.26821197 0.55175017 0.1618184  0.31702201
 0.07895952 0.76607532 0.91169798 0.44002903]"
102,24034,1,0.0,2,103,"[0.30556209 0.49875166 0.33415768 0.46529005 0.09289773 0.47063606
 0.0958332  0.14841181 0.1020022  0.43373674]"
103,24034,1,0.0,2,104,"[0.58696929 0.48289335 0.32859529 0.93754943 0.11172758 0.19636107
 0.68275054 0.60381806 0.07042624 0.69758171]"
104,24034,1,0.0,2,105,"[0.91015726 0.31899666 0.92881708 0.23221876 0.872985   0.66413612
 0.73600007 0.08439684 0.27616617 0.5440595 ]"
105,24034,1,0.0,2,106,"[0.08998485 0.89592784 0.59666385 0.36494566 0.2404686  0.56068106
 0.72525089 0.95186243 0.08391086 0.48674103]"
106,24034,1,0.0,2,107,"[0.45419188 0.98616808 0.41056396 0.44045871 0.24560948 0.87582488
 0.39912764 0.74653323 0.54470777 0.08443172]"
107,24034,1,0.0,2,108,"[0.13178009 0.06283472 0.39863477 0.18763327 0.66499373 0.96209303
 0.21898486 0.69690748 0.62729734 0.5927214 ]"
108,24034,1,0.0,2,109,"[0.5429037  0.76853358 0.89430405 0.77237376 0.89717366 0.91517151
 0.15234719 0.75510429 0.41972481 0.46744742]"
109,24034,1,0.0,2,110,"[0.82093803 0.81235888 0.66105667 0.88883909 0.02218649 0.36289723
 0.50053643 0.65862674 0.2228393  0.36548076]"
110,24034,1,0.0,2,111,"[0.28303862 0.77486901 0.59882502 0.35420446 0.15671314 0.32690426
 0.87421321 0.57899247 0.85364901 0.52179123]"
111,24034,1,0.0,2,112,"[0.59353573 0.93117349 0.90480595 0.46350584 0.56310305 0.58245461
 0.30446161 0.33425945 0.29043637 0.93327819]"
112,24034,1,0.0,2,113,"[0.15702023 0.4613349  0.31932237 0.99787575 0.81064993 0.67832723
 0.0759403  0.74505307 0.77721613 0.85815881]"
113,24034,1,0.0,2,114,"[0.13909306 0.76194927 0.65145968 0.93876946 0.32814635 0.68514149
 0.51954127 0.49752789 0.77802751 0.09646199]"
114,24034,1,0.0,2,115,"[0.46759706 0.14428536 0.48690139 0.89029632 0.58910251 0.7085664
 0.8398519  0.88455724 0.47450449 0.43912863]"
115,24034,1,0.0,2,116,"[0.18307217 0.84983286 0.34511517 0.3058051  0.49484556 0.19999028
 0.81516538 0.36059669 0.25351143 0.89048261]"
116,24034,1,0.0,2,117,"[0.53668212 0.04680487 0.77795113 0.18619301 0.68178755 0.33395797
 0.35617309 0.96117301 0.18050545 0.9552984 ]"
117,24034,1,0.0,2,118,"[0.19236307 0.04695409 0.88500735 0.36525216 0.67723892 0.82853526
 0.14860593 0.12405461 0.89421702 0.60138642]"
118,24034,1,0.0,2,119,"[0.63244687 0.73070283 0.64089613 0.00300542 0.85877302 0.68800915
 0.00138588 0.11139591 0.16197348 0.05545243]"
119,24034,1,0.0,2,120,"[0.24665272 0.37628025 0.15962873 0.62122498 0.27202406 0.93838085
 0.10952521 0.61831244 0.92342667 0.8471371 ]"
120,24034,1,0.0,2,121,"[0.40720569 0.64130516 0.10948938 0.75664147 0.80173148 0.99145163
 0.91908747 0.93389117 0.21178411 0.40240564]"
121,24034,1,0.0,2,122,"[0.62850623 0.80624808 0.96513891 0.89780058 0.95141984 0.5448024
 0.88139988 0.23387277 0.38296193 0.09199645]"
122,24034,1,0.0,2,123,"[0.69159228 0.32607105 0.71952013 0.15483474 0.6907166  0.94503198
 0.61713231 0.10520854 0.93958434 0.29976873]"
123,24034,1,0.0,2,124,"[0.68731734 0.62545842 0.93542656 0.61900685 0.83387762 0.03533429
 0.03898982 0.74488106 0.4591501  0.4448654 ]"
124,24034,1,0.0,2,125,"[0.05249382 0.38481349 0.10141834 0.21002521 0.37948666 0.7445858
 0.17844018 0.94784849 0.4176488  0.69340442]"
125,24034,1,0.0,2,126,"[0.57032234 0.36675504 0.70660026 0.00610558 0.96580903 0.30914146
 0.74647247 0.39989119 0.07511834 0.82603194]"
126,24034,1,0.0,2,127,"[0.14614397 0.15504365 0.64291192 0.05486683 0.40972301 0.50008788
 0.01213998 0.79337168 0.84131334 0.7340245 ]"
127,24034,1,0.0,2,128,"[0.68551026 0.25111852 0.45285362 0.88181797 0.75635975 0.5022605
 0.04295167 0.29002194 0.56415806 0.22114158]"
128,24034,1,0.0,2,129,"[0.06201704 0.08182173 0.69508052 0.32191956 0.11320571 0.36491881
 0.25456767 0.436884   0.15700846 0.3644919 ]"
129,24034,1,0.0,2,130,"[0.88986143 0.21440452 0.89087115 0.90361879 0.42798676 0.24374026
 0.74500783 0.05145244 0.98827166 0.80353324]"
130,24034,1,0.0,2,131,"[0.7469814  0.46779927 0.93720278 0.90041596 0.61948727 0.5967809
 0.28518732 0.15954778 0.94398464 0.1946657 ]"
131,24034,1,0.0,2,132,"[0.03999194 0.83597119 0.79433698 0.67405277 0.15310724 0.03340881
 0.11880072 0.57593031 0.35278632 0.15129825]"
132,24034,1,0.0,2,133,"[0.32519677 0.77821875 0.14109499 0.63092669 0.9931059  0.39138449
 0.48066912 0.43203815 0.32678397 0.06892236]"
133,24034,1,0.0,2,134,"[0.36773237 0.36092629 0.5336525  0.74645251 0.27865472 0.69044838
 0.54262332 0.74239553 0.17494373 0.74257775]"
134,24034,1,0.0,2,135,"[0.72887504 0.42921313 0.56319626 0.14027709 0.85735039 0.2869706
 0.77741332 0.79993637 0.74887369 0.96835012]"
135,24034,1,0.0,2,136,"[0.76881917 0.89221371 0.63194793 0.15923088 0.93320468 0.36434302
 0.64968642 0.38029736 0.49680698 0.35025988]"
136,24034,1,0.0,2,137,"[0.52202999 0.62544967 0.59682538 0.99138266 0.74143648 0.16673439
 0.49580804 0.86756059 0.4974371  0.23235389]"
137,24034,1,0.0,2,138,"[0.35382148 0.92060329 0.30474564 0.20067415 0.24859441 0.83197139
 0.24271261 0.06732866 0.61168278 0.29716554]"
138,24034,1,0.0,2,139,"[0.28306936 0.52418061 0.64681841 0.25683208 0.68822081 0.45883105
 0.6989427  0.80256714 0.65750143 0.79503453]"
139,24034,1,0.0,2,140,"[0.67358403 0.33132007 0.45681455 0.81966783 0.99278395 0.60133969
 0.13749733 0.43365729 0.48516221 0.41421854]"
140,24034,1,0.0,2,141,"[0.8585482  0.86480195 0.27321793 0.27901966 0.67331945 0.98927332
 0.41931769 0.98669469 0.62152068 0.22852659]"
141,24034,1,0.0,2,142,"[0.71520627 0.30121108 0.47098548 0.03007295 0.19975148 0.93501589
 0.30177135 0.79009744 0.82669108 0.99463173]"
142,24034,1,0.0,2,143,"[0.85030677 0.22624314 0.32565373 0.82025284 0.85177907 0.18502221
 0.86078026 0.02137039 0.88296977 0.94109624]"
143,24034,1,0.0,2,144,"[0.82050947 0.88667263 0.47363248 0.29512525 0.81898313 0.91353827
 0.20660863 0.26741617 0.36143838 0.73556686]"
144,24034,1,0.0,2,145,"[0.94926246 0.59022994 0.99685603 0.25346256 0.50853554 0.77514971
 0.40893761 0.9054161  0.12170944 0.17227573]"
145,24034,1,0.0,2,146,"[0.65180952 0.81378147 0.12888517 0.34914576 0.96240991 0.6192049
 0.98440688 0.8037835  0.39387424 0.43366961]"
146,24034,1,0.0,2,147,"[0.4398091  0.81216537 0.40994113 0.92372431 0.56897861 0.56066924
 0.1479549  0.27210773 0.00683143 0.36272285]"
147,24034,1,0.0,2,148,"[0.15839629 0.67426643 0.19794471 0.50251043 0.89125464 0.99459542
 0.68045424 0.75856733 0.36052763 0.2506357 ]"
148,24034,1,0.0,2,149,"[0.96667027 0.24670485 0.94970972 0.52587225 0.00544669 0.72004359
 0.75670787 0.97281807 0.86796341 0.42904809]"
149,24034,1,0.0,2,150,"[0.29557126 0.42578305 0.45431852 0.09348791 0.67227014 0.01217205
 0.91960108 0.82622542 0.77803386 0.01600842]"
150,24034,1,0.0,2,151,"[0.87742823 0.63893298 0.12679183 0.85663152 0.40740828 0.7373264
 0.98472892 0.00230928 0.95972774 0.71334439]"
151,24034,1,0.0,2,152,"[0.38034338 0.58249358 0.8859663  0.33071571 0.608495   0.57685347
 0.1057039  0.02080203 0.07194556 0.1389548 ]"
152,24034,1,0.0,2,153,"[0.92244911 0.96585757 0.6045477  0.8360776  0.05744462 0.96460864
 0.13118645 0.4397051  0.22328911 0.0127816 ]"
153,24034,1,0.0,2,154,"[0.2163214  0.92327309 0.38473444 0.76773679 0.08492939 0.02515822
 0.89258506 0.4175199  0.75254383 0.26244672]"
154,24034,1,0.0,2,155,"[0.21426497 0.78068742 0.97741137 0.13277891 0.98434586 0.3238219
 0.06616787 0.18773141 0.3335647  0.01084379]"
155,24034,1,0.0,2,156,"[0.39970411 0.64432267 0.16940393 0.83393649 0.41956695 0.0163834
 0.55973774 0.73024746 0.31314192 0.18597076]"
156,24034,1,0.0,2,157,"[0.30542449 0.73130171 0.33729726 0.02322351 0.52663673 0.33369551
 0.61746486 0.0330207  0.21848217 0.01080423]"
157,24034,1,0.0,2,158,"[0.58700589 0.16048273 0.0510729  0.51287166 0.59445383 0.61801561
 0.36457997 0.85442069 0.25160223 0.28434207]"
158,24034,1,0.0,2,159,"[0.43227186 0.36471675 0.52451667 0.1112093  0.20738414 0.55863046
 0.63339064 0.00804877 0.75343044 0.85938581]"
159,24034,1,0.0,2,160,"[0.16060428 0.78949317 0.71412089 0.85693912 0.99176066 0.06139235
 0.05456112 0.88440855 0.47048898 0.67014616]"
160,24034,1,0.0,2,161,"[0.57486435 0.37093435 0.85127793 0.22170302 0.52021945 0.07514866
 0.20046423 0.88723087 0.60417607 0.13956973]"
161,24034,1,0.0,2,162,"[0.03205784 0.99685666 0.3770878  0.9629064  0.21495152 0.05242196
 0.83138319 0.49568942 0.97852949 0.5933796 ]"
162,24034,1,0.0,2,163,"[0.5520907  0.4000256  0.59239125 0.52214087 0.17985379 0.59058059
 0.7120367  0.0602122  0.79032581 0.80336366]"
163,24034,1,0.0,2,164,"[0.80271123 0.57340514 0.62844189 0.96179028 0.51407884 0.27067025
 0.57410474 0.3776753  0.41795347 0.95187083]"
164,24034,1,0.0,2,165,"[0.74523609 0.77379749 0.44959999 0.83536615 0.36453607 0.76921872
 0.25266376 0.15645218 0.5560728  0.80622649]"
165,24034,1,0.0,2,166,"[0.73029492 0.18839949 0.97923971 0.30644015 0.1943696  0.06839152
 0.97511953 0.31258089 0.74733899 0.91216169]"
166,24034,1,0.0,2,167,"[0.23405391 0.97499036 0.87470385 0.47039803 0.19849204 0.44547669
 0.60330907 0.23420125 0.56852968 0.61644009]"
167,24034,1,0.0,2,168,"[0.35977549 0.16892939 0.76547571 0.73334243 0.02389308 0.77222584
 0.27903752 0.1877221  0.74766705 0.94633691]"
168,24034,1,0.0,2,169,"[0.60670325 0.87649463 0.67705035 0.8601857  0.79148458 0.21341328
 0.29725794 0.55998048 0.50201117 0.39449967]"
169,24034,1,0.0,2,170,"[0.0997037  0.15441135 0.88354528 0.56777055 0.07961869 0.6781917
 0.78103607 0.90351523 0.73935104 0.90466645]"
170,24034,1,0.0,2,171,"[0.65885532 0.39842781 0.9067138  0.99156208 0.50826773 0.04323272
 0.09700335 0.81803421 0.83364595 0.14691706]"
171,24034,1,0.0,2,172,"[0.20068044 0.496218   0.34878638 0.51752058 0.01152166 0.33816819
 0.2973819  0.16277846 0.70107812 0.58803343]"
172,24034,1,0.0,2,173,"[0.20944145 0.86140158 0.67108973 0.57418393 0.44633139 0.18000987
 0.61346229 0.70215538 0.81919    0.43778566]"
